id,memberId,donorName,donorEmail,campaignId,amount,currency,paymentMethod,paymentStatus,paystackReference,isAnonymous,isRecurring,recurringFrequency,message,createdAt
826dd144-b909-4cd8-a53a-42085b3b9b77,ad100201-143c-4d92-bf4a-65e64d4b8be4,Ibrahim Sani,ibrahim.sani2186@yahoo.com,8acec667-e1de-4dfc-8401-e64db0051446,200000,NGN,paystack,pending,,false,false,,,"""2025-11-12T21:30:37.174Z"""
19d5c695-9de5-4dfd-8fa8-3c3591bc772e,,Anonymous Donor,,8acec667-e1de-4dfc-8401-e64db0051446,10000000,NGN,paystack,completed,PST-PIP5KITBV44T,true,false,,,"""2025-11-12T21:30:37.174Z"""
2f4fcd29-d450-417c-a45c-d22d9eb5c90c,efd5b0e3-1f3d-41f6-b104-32c83ef40417,Folake Hassan,folake.hassan106@gmail.com,27c1f2c0-01b0-4557-81ee-9c7d35a0af70,500000,NGN,paystack,completed,PST-VZEZ9EZA05KN,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.174Z"""
1f643345-0b70-4849-ac60-fc82f0b8b303,2472f9d1-beef-43e5-be2f-bcc01a875da1,Ahmed Chukwu,ahmed.chukwu28@gmail.com,27c1f2c0-01b0-4557-81ee-9c7d35a0af70,50000000,NGN,paystack,completed,PST-ISRKLS6W0WGH,false,false,,,"""2025-11-12T21:30:37.174Z"""
b8458a92-3710-471a-b2a4-ecbfe281fad8,3ee6a2b8-047b-4335-83c0-4d64b2f9dcc7,Fatima Aliyu,fatima.aliyu72@gmail.com,57c63613-9726-4964-972c-6d0f4e9c16c9,200000,NGN,paystack,completed,PST-RZ21E01KF9CI,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.174Z"""
f902100e-ad57-4d33-8f86-4bf9531265f5,a2964bce-b387-4949-8f2c-47047f75364c,Ibrahim Adekunle,ibrahim.adekunle158@gmail.com,cd0dba81-171e-40da-96e6-f1d7bc1158d2,1000000,NGN,paystack,completed,PST-INFIQBQO0N89,false,true,,,"""2025-11-12T21:30:37.174Z"""
1d0ea367-cabf-4ad8-8a5f-2fb1cb0a90eb,,Anonymous Donor,,bef0b849-31a9-4db3-ac57-6fca27135438,10000000,NGN,paystack,completed,PST-NPAPSW74NY6M,true,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.174Z"""
40a6e881-cef3-4b25-bb1b-1961a31bc3f6,da61f83f-ecce-4c71-bc45-0a1ea53a0a60,Olumide Haruna,olumide.haruna94@gmail.com,bef0b849-31a9-4db3-ac57-6fca27135438,200000,NGN,paystack,completed,PST-Q2C8XPYQ85BQ,false,true,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.174Z"""
a4d61f6c-905b-479f-9c90-0eb8e0762fe4,c06b9753-74d8-4a72-a025-73bf2a3d5518,Adewale Adekunle,adewale.adekunle138@gmail.com,a37200a8-a59f-471f-9e6c-1d194002bac9,2000000,NGN,paystack,completed,PST-GPH4FFQN9OD2,false,false,,,"""2025-11-12T21:30:37.174Z"""
77c65e5b-10a1-4ff7-b8f3-aabeb5684dae,efd5b0e3-1f3d-41f6-b104-32c83ef40417,Folake Hassan,folake.hassan106@gmail.com,f3181149-f0b3-4470-924a-238efda324a7,10000000,NGN,paystack,completed,PST-TUSCZ75RDQP0,false,false,,,"""2025-11-12T21:30:37.174Z"""
be4cc594-2e0e-424c-bd3f-fae847406d8f,,Anonymous Donor,,cd0dba81-171e-40da-96e6-f1d7bc1158d2,50000000,NGN,paystack,failed,PST-SBHUP1NQ6J2Q,true,false,,,"""2025-11-12T21:30:37.174Z"""
8665652a-b814-4295-b7de-861c2d363c79,4953b844-1720-4971-bb40-1a082aca00dd,Yakubu Bello,yakubu.bello144@yahoo.com,3795df3d-9a00-48ce-907a-f40e739af2ee,10000000,NGN,paystack,completed,PST-3D9OSP2CVCNA,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.174Z"""
a012684c-2f81-4859-9b42-4d56c323d9e1,93226b44-5b36-4451-abd0-60531eff6384,Tunde Mohammed,tunde.mohammed80@yahoo.com,3795df3d-9a00-48ce-907a-f40e739af2ee,50000000,NGN,paystack,completed,PST-HJG2OMEVCGGD,false,false,,,"""2025-11-12T21:30:37.174Z"""
8b68a533-50a0-4eae-b656-a12d1d06d946,61feece4-6913-48d7-8581-f9c2450a6a63,Hadiza Ogundele,hadiza.ogundele17@gmail.com,3795df3d-9a00-48ce-907a-f40e739af2ee,200000,NGN,paystack,pending,,false,false,,,"""2025-11-12T21:30:37.174Z"""
f2baf953-3e4b-4a6e-81fc-9a893ed051f5,ac034fe5-4d58-4e90-8001-b3f0e78cea06,Adewale Sadiq,adewale.sadiq23@yahoo.com,80e1a2a1-00e4-4f20-9daf-69b2ef16ab9b,2000000,NGN,paystack,pending,,false,false,,,"""2025-11-12T21:30:37.174Z"""
f5441a2a-1fdb-444c-9ef2-790d3442b708,26f024c7-850f-4fcd-96a6-59f4a4a1a70d,Chidi Okeke,chidi.okeke51@yahoo.com,27c1f2c0-01b0-4557-81ee-9c7d35a0af70,1000000,NGN,paystack,pending,,false,false,,,"""2025-11-12T21:30:37.174Z"""
4ccb32af-bbe1-4728-917c-aa1afaa7caa3,afa8c32d-9f13-49de-afcb-f22ad2455b43,Rakiya Tijani,rakiya.tijani128@gmail.com,a37200a8-a59f-471f-9e6c-1d194002bac9,200000,NGN,paystack,pending,,false,false,,,"""2025-11-12T21:30:37.174Z"""
b515c1c9-b959-4b94-8491-36ba32189133,184416e0-9e30-4747-8d35-206114697bb2,Khadija Ahmed,khadija.ahmed33@gmail.com,f904c722-c263-4808-ac35-c29a3554eb19,2000000,NGN,paystack,completed,PST-CNRP7R5ISE55,false,false,,,"""2025-11-12T21:30:37.174Z"""
f3a92b4e-2eeb-4be3-9bbe-5c0f14e4b424,f681d434-8fd0-4dd0-a192-6383ae1caa40,Halima Obi,halima.obi117@yahoo.com,27c1f2c0-01b0-4557-81ee-9c7d35a0af70,10000000,NGN,paystack,completed,PST-8Y5QYSXV68SB,false,false,monthly,,"""2025-11-12T21:30:37.174Z"""
6729c792-b329-4001-b5fc-a08d7c84fd19,,Anonymous Donor,,bef0b849-31a9-4db3-ac57-6fca27135438,10000000,NGN,paystack,completed,PST-YXI6WUF78YUH,true,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.174Z"""
da6dbbe0-e9d0-406b-812d-fc35fdcbe657,58859603-7476-4636-a9ea-ae28391bdb1f,Chinedu Aliyu,chinedu.aliyu124@yahoo.com,f3181149-f0b3-4470-924a-238efda324a7,200000,NGN,paystack,completed,PST-VQSK6EON6VWO,false,false,,,"""2025-11-12T21:30:37.283Z"""
0185dc4b-cde8-479c-b707-918818096ed8,61999a00-d7bf-42e2-acb2-e8ecf95f5d72,Adebayo Adeyemi,adebayo.adeyemi89@gmail.com,bef0b849-31a9-4db3-ac57-6fca27135438,5000000,NGN,paystack,completed,PST-0T8TI09Z0B8Y,false,false,,,"""2025-11-12T21:30:37.283Z"""
a35e24a3-b3cc-4484-8c1c-2b947da09ec8,c06b9753-74d8-4a72-a025-73bf2a3d5518,Adewale Adekunle,adewale.adekunle138@gmail.com,a37200a8-a59f-471f-9e6c-1d194002bac9,50000000,NGN,paystack,pending,,false,false,quarterly,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.283Z"""
51ee5d12-2e6e-44b5-a87c-8a33a5d05970,0a351a30-e77c-4234-8da9-de93e7e8e942,Hadiza Hassan,hadiza.hassan2184@gmail.com,8acec667-e1de-4dfc-8401-e64db0051446,100000,NGN,paystack,failed,PST-3SBLBWRAY3Q4,false,false,,,"""2025-11-12T21:30:37.283Z"""
39c5c475-1d2f-431c-990c-0b4eebbf3242,e066d3ff-6ac4-4b68-9b01-c2ce2770088c,Babatunde Ibrahim,babatunde.ibrahim156@yahoo.com,a37200a8-a59f-471f-9e6c-1d194002bac9,200000,NGN,paystack,completed,PST-5XE0ZPAWIOL5,false,false,,,"""2025-11-12T21:30:37.283Z"""
b79a1a21-0dc0-448f-8d3c-f42ae5f1b88d,1282e5ee-e348-42e8-b7cf-153107c73bc6,Sani Chinwe,sani.chinwe65@gmail.com,a37200a8-a59f-471f-9e6c-1d194002bac9,5000000,NGN,paystack,completed,PST-34WZ3N3INN59,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.283Z"""
eddb64a6-d690-4310-93e5-3d9a165e3a43,82c271b4-9250-43b1-aa3e-f53f199e7c2e,Buhari Chukwuemeka,buhari.chukwuemeka7@yahoo.com,80e1a2a1-00e4-4f20-9daf-69b2ef16ab9b,10000000,NGN,paystack,pending,,false,false,,,"""2025-11-12T21:30:37.283Z"""
5436ae0c-c898-44d4-a2e3-e8d63ccfc6d5,af3a7212-61cd-4276-9b7b-ee62791335bb,Olumide Afolabi,olumide.afolabi162@yahoo.com,a37200a8-a59f-471f-9e6c-1d194002bac9,1000000,NGN,paystack,failed,PST-NMW61TGG9DK3,false,false,,,"""2025-11-12T21:30:37.283Z"""
952bef49-bbba-4c06-bd68-498989212d9c,810c15a7-52d8-421b-b1d4-38a4c7b505ee,Adeola Williams,adeola.williams169@gmail.com,cd0dba81-171e-40da-96e6-f1d7bc1158d2,200000,NGN,paystack,completed,PST-THJ7YJ504C2B,false,false,,,"""2025-11-12T21:30:37.283Z"""
5efa785f-c053-42c4-9ce1-7651ac7d85b9,dbe80c7e-9eee-4c37-9293-ede1191383ab,Hauwa Adeyemi,hauwa.adeyemi70@yahoo.com,f3181149-f0b3-4470-924a-238efda324a7,20000000,NGN,paystack,completed,PST-GVMQEJG4ORVA,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.283Z"""
9f6895fa-40b0-4400-9c8f-8b71721773be,e94a1de8-1c39-4434-b693-9dde29e61595,Emeka Lawal,emeka.lawal57@yahoo.com,f3181149-f0b3-4470-924a-238efda324a7,1000000,NGN,paystack,completed,PST-3294YF6S9987,false,false,monthly,,"""2025-11-12T21:30:37.283Z"""
2dc4edf1-4765-4f74-a340-9e6dfdbf4506,400a9ce4-cb25-444e-910a-2761abf36f37,Usman Abdullahi,usman.abdullahi26@gmail.com,57c63613-9726-4964-972c-6d0f4e9c16c9,10000000,NGN,paystack,completed,PST-WKZFQXDX44LW,false,true,,,"""2025-11-12T21:30:37.283Z"""
095bc659-0973-474e-be3b-45f2321d6471,004db2b5-d77e-4dcd-9e34-6101f944502a,Funmi Okafor,funmi.okafor8@apc.ng,f3181149-f0b3-4470-924a-238efda324a7,100000,NGN,paystack,completed,PST-KL0GB6VGB2MP,false,false,,,"""2025-11-12T21:30:37.283Z"""
9480dd1f-bcd1-40a5-95f2-85a44f6d8aa1,884c6a28-c10f-4030-8285-c17a09693f5d,Ngozi Okafor,ngozi.okafor77@yahoo.com,a37200a8-a59f-471f-9e6c-1d194002bac9,5000000,NGN,paystack,pending,,false,false,,,"""2025-11-12T21:30:37.283Z"""
d327e117-8f82-4bef-bb2a-36a8dc9b7e1c,,Anonymous Donor,,f904c722-c263-4808-ac35-c29a3554eb19,100000,NGN,paystack,failed,PST-S6NF4WFVFK15,true,false,monthly,,"""2025-11-12T21:30:37.283Z"""
96250b7f-3c8f-4e8f-af78-ef89d107e448,3ee6a2b8-047b-4335-83c0-4d64b2f9dcc7,Fatima Aliyu,fatima.aliyu72@gmail.com,f904c722-c263-4808-ac35-c29a3554eb19,100000,NGN,paystack,completed,PST-UBCP6V71D5C1,false,false,,,"""2025-11-12T21:30:37.283Z"""
8d2cb1c8-2d8e-4fa7-8ded-96da2875523d,0a351a30-e77c-4234-8da9-de93e7e8e942,Hadiza Hassan,hadiza.hassan2184@gmail.com,8acec667-e1de-4dfc-8401-e64db0051446,10000000,NGN,paystack,completed,PST-HIDMV1JAJ2YM,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.283Z"""
a09ed0a5-0871-4fed-bbd8-47a3a4d0d805,1282e5ee-e348-42e8-b7cf-153107c73bc6,Sani Chinwe,sani.chinwe65@gmail.com,8acec667-e1de-4dfc-8401-e64db0051446,10000000,NGN,paystack,completed,PST-SPTZB2EGC6DU,false,false,,,"""2025-11-12T21:30:37.283Z"""
09d29388-732f-403a-901e-36983cd91395,e9c758a5-a01f-47a8-8cc8-0ec5a434e412,Aishatu Bala,aishatu.bala123@gmail.com,8acec667-e1de-4dfc-8401-e64db0051446,10000000,NGN,paystack,completed,PST-VU5D658D1NTY,false,true,,,"""2025-11-12T21:30:37.283Z"""
139a80b8-0b42-4e21-8c19-c8eb87ef000b,30dd047e-5b10-46f7-9544-6ab5f602fc3a,Abdullahi Anyanwu,abdullahi.anyanwu12@yahoo.com,a37200a8-a59f-471f-9e6c-1d194002bac9,2000000,NGN,paystack,completed,PST-2T9D9U0GAE2Y,false,true,monthly,,"""2025-11-12T21:30:37.283Z"""
81eb8c67-f962-46e5-905e-d39f4ef13e76,c6841e9b-22a0-4030-9614-b249ac8800a4,Chidi Bello,chidi.bello40@yahoo.com,a37200a8-a59f-471f-9e6c-1d194002bac9,2000000,NGN,paystack,completed,PST-KP3561L09YN9,false,true,,,"""2025-11-12T21:30:37.283Z"""
bfb618d3-0291-4190-900a-3a139822a4fc,,Anonymous Donor,,f3181149-f0b3-4470-924a-238efda324a7,2000000,NGN,paystack,failed,PST-4YDGOEJR7ZTS,true,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.283Z"""
72098459-1e49-4cf8-b762-a61177d9dd7d,f0c69662-dda2-45d1-8962-cf253e12faca,Oluwaseun Abdullahi,oluwaseun.abdullahi103@yahoo.com,3795df3d-9a00-48ce-907a-f40e739af2ee,20000000,NGN,paystack,completed,PST-9QZSOBDSKN45,false,false,,,"""2025-11-12T21:30:37.283Z"""
51ae0474-49ac-4635-943e-272b9e1ff948,e0084e14-613f-4a05-bb93-bb72fe6c476a,Usman Afolabi,usman.afolabi2188@gmail.com,a37200a8-a59f-471f-9e6c-1d194002bac9,200000,NGN,paystack,completed,PST-NIZFAPCENEOM,false,false,,,"""2025-11-12T21:30:37.283Z"""
a977788b-19ce-4162-b79f-33c499aa9f70,cb463f3e-828a-40e3-b74d-02a612320277,Emeka Musa,emeka.musa152@yahoo.com,3795df3d-9a00-48ce-907a-f40e739af2ee,50000000,NGN,paystack,failed,PST-3KRKJ872A00J,false,false,,,"""2025-11-12T21:30:37.283Z"""
02848674-d245-4dd3-9e44-27436734e8be,99ef0461-1882-47d4-ac82-1c4079d73300,Usman Akinola,usman.akinola159@gmail.com,bef0b849-31a9-4db3-ac57-6fca27135438,10000000,NGN,paystack,completed,PST-YQ9MO51VEG02,false,false,,,"""2025-11-12T21:30:37.370Z"""
c9a8a1c0-f80a-46a6-a874-0fd65eb09857,935c2b21-1629-45e2-ba29-1a2f8c2ff580,Chukwuma Nwosu,chukwuma.nwosu137@yahoo.com,cd0dba81-171e-40da-96e6-f1d7bc1158d2,200000,NGN,paystack,completed,PST-6BQR0LXPGD8L,false,false,,,"""2025-11-12T21:30:37.370Z"""
4fa8765a-34f5-4d19-8042-ff3bfafab07d,bd7b0444-c34f-4693-8c36-4892e485bada,Abdullahi Hassan,abdullahi.hassan2190@gmail.com,bef0b849-31a9-4db3-ac57-6fca27135438,5000000,NGN,paystack,completed,PST-USMREMQZRBVK,false,false,,,"""2025-11-12T21:30:37.370Z"""
3133f970-e679-404b-ab67-d23261b872f4,,Anonymous Donor,,57c63613-9726-4964-972c-6d0f4e9c16c9,10000000,NGN,paystack,completed,PST-1AQPWVCAHLYJ,true,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.370Z"""
4f2f2e43-5282-4512-b14b-621f4dbf7fb3,ec3b26cd-c216-4ce6-abd8-ea38d899c4ec,Obinna Oyedepo,obinna.oyedepo3@apc.ng,8acec667-e1de-4dfc-8401-e64db0051446,200000,NGN,paystack,pending,,false,false,,,"""2025-11-12T21:30:37.370Z"""
4bb82050-1c55-4c85-abc2-59ae830d367c,6c109acf-a31b-46ed-9077-ebc12c89bc26,Adeola Abubakar,adeola.abubakar58@yahoo.com,f3181149-f0b3-4470-924a-238efda324a7,10000000,NGN,paystack,completed,PST-LFODHBL237G1,false,true,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.370Z"""
6ceaa1a9-4509-47ec-9279-d4886b142ded,c8e83955-ef79-48a4-a31e-760366f38183,Halima Tijani,halima.tijani74@yahoo.com,80e1a2a1-00e4-4f20-9daf-69b2ef16ab9b,10000000,NGN,paystack,completed,PST-UD6KSM3CBI8F,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.370Z"""
5ce3ce30-3dd6-432a-be0f-89578178f4d0,b98c6e27-44fa-4c95-b3d7-9aa9a51e113f,Abdullahi Nnadi,abdullahi.nnadi145@gmail.com,8acec667-e1de-4dfc-8401-e64db0051446,1000000,NGN,paystack,completed,PST-792OMZJZSPRG,false,false,,,"""2025-11-12T21:30:37.370Z"""
6b48f9f5-7296-4f32-8642-86d70f8535da,82c271b4-9250-43b1-aa3e-f53f199e7c2e,Buhari Chukwuemeka,buhari.chukwuemeka7@yahoo.com,57c63613-9726-4964-972c-6d0f4e9c16c9,200000,NGN,paystack,pending,,false,false,,,"""2025-11-12T21:30:37.370Z"""
54e965c3-2b46-4075-b399-478051c2e152,95d8c413-b585-494a-b74d-0796b720c582,Adeola Okafor,adeola.okafor42@yahoo.com,27c1f2c0-01b0-4557-81ee-9c7d35a0af70,200000,NGN,paystack,completed,PST-4D4XH7ZT01NC,false,false,,,"""2025-11-12T21:30:37.370Z"""
f4b691b6-4913-4d05-9a37-ec2f29fe967c,a60c6be1-6c4c-4aef-b2d8-e5bd8785bcec,Kehinde Okonkwo,kehinde.okonkwo121@gmail.com,80e1a2a1-00e4-4f20-9daf-69b2ef16ab9b,2000000,NGN,paystack,completed,PST-AM5VTP65W6LO,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.370Z"""
83f32f03-4580-4c2b-865c-2cdb24d3f47a,f92efc2e-3afe-4785-ba49-d7790933f617,Mohammed Ibekwe,mohammed.ibekwe147@gmail.com,a37200a8-a59f-471f-9e6c-1d194002bac9,1000000,NGN,paystack,completed,PST-1SQKJM07WTCX,false,false,,,"""2025-11-12T21:30:37.370Z"""
8764c6a8-226d-41ff-a35b-cc713ffa46ed,5b75837d-2e07-483f-8248-29791fe3e342,Ahmed Abdullahi,ahmed.abdullahi97@gmail.com,3795df3d-9a00-48ce-907a-f40e739af2ee,2000000,NGN,paystack,pending,,false,true,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.370Z"""
620462e4-a9f2-4a0a-90ee-f6e5bfef5bf5,ac034fe5-4d58-4e90-8001-b3f0e78cea06,Adewale Sadiq,adewale.sadiq23@yahoo.com,27c1f2c0-01b0-4557-81ee-9c7d35a0af70,500000,NGN,paystack,pending,,false,false,,,"""2025-11-12T21:30:37.370Z"""
846a865b-d081-4a9c-b2ae-a6d9a14ef633,c8dfe0cc-6014-49d8-97a5-0d94ceba9570,Halima Usman,halima.usman170@gmail.com,f904c722-c263-4808-ac35-c29a3554eb19,1000000,NGN,paystack,completed,PST-0Q0NTU73ZQXG,false,false,,,"""2025-11-12T21:30:37.370Z"""
e40996a9-0361-473e-adea-ded2ae144e26,2251bb8f-02b6-4c2c-bff7-7b6d19887081,Adeola Musa,adeola.musa142@gmail.com,cd0dba81-171e-40da-96e6-f1d7bc1158d2,2000000,NGN,paystack,completed,PST-O3P9C35LU49V,false,false,monthly,,"""2025-11-12T21:30:37.370Z"""
500a7f7b-89cc-4e49-b560-65088e768c37,d0e53ea3-65d1-4912-a89e-d254eed4fba5,Chukwuma Okeke,chukwuma.okeke168@gmail.com,80e1a2a1-00e4-4f20-9daf-69b2ef16ab9b,20000000,NGN,paystack,completed,PST-WBBS1LIO55TT,false,false,,,"""2025-11-12T21:30:37.370Z"""
e6a60e4a-26dc-4621-a0b7-982a920be641,3602ba43-4a2f-44e3-8ac6-5c866b88addb,Ahmed Chukwu,ahmed.chukwu16@apc.ng,57c63613-9726-4964-972c-6d0f4e9c16c9,50000000,NGN,paystack,completed,PST-N4X5W1SB2VMK,false,false,,,"""2025-11-12T21:30:37.370Z"""
d6cb141c-dd13-4bd1-a84b-3d0f999d3290,85d50851-7ad1-4f3c-9db8-0e64834efa7a,Usman Anyanwu,usman.anyanwu2189@gmail.com,bef0b849-31a9-4db3-ac57-6fca27135438,5000000,NGN,paystack,completed,PST-9XKJTDXES1LE,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.370Z"""
717ed726-caed-42d2-9490-a8c402587a10,ad50a61d-362d-4411-88e5-1094cb84634a,Folake Ogundele,folake.ogundele93@yahoo.com,a37200a8-a59f-471f-9e6c-1d194002bac9,1000000,NGN,paystack,failed,PST-80XEACLO193H,false,true,,,"""2025-11-12T21:30:37.370Z"""
36877c1d-7b43-475d-b563-b6ae01d90a1a,af3a7212-61cd-4276-9b7b-ee62791335bb,Olumide Afolabi,olumide.afolabi162@yahoo.com,80e1a2a1-00e4-4f20-9daf-69b2ef16ab9b,5000000,NGN,paystack,completed,PST-E2VYNISJ6Q5X,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.370Z"""
ad2ce7c3-adce-4ce8-86f2-4db4a801bdfc,2251bb8f-02b6-4c2c-bff7-7b6d19887081,Adeola Musa,adeola.musa142@gmail.com,3795df3d-9a00-48ce-907a-f40e739af2ee,1000000,NGN,paystack,completed,PST-ZZML6A7KPMD0,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.370Z"""
7759eaf4-dffa-47bc-9865-061663359d4b,747a51d6-23ec-400e-a604-af366a675e16,Halima Adeyemi,halima.adeyemi29@yahoo.com,cd0dba81-171e-40da-96e6-f1d7bc1158d2,200000,NGN,paystack,completed,PST-DA6DUUWF5WB5,false,false,,,"""2025-11-12T21:30:37.370Z"""
52c23336-97d9-4d8b-9b33-7ce2a03e57cf,a513669d-b6d6-415d-b70e-e674a8a79543,Aishatu Anyanwu,aishatu.anyanwu38@gmail.com,a37200a8-a59f-471f-9e6c-1d194002bac9,50000000,NGN,paystack,completed,PST-93AXXUZULFD1,false,false,,Keep up the good work! Nigeria needs APC.,"""2025-11-12T21:30:37.370Z"""
cca1c36e-92cc-4810-aacf-2ae2add7968c,184416e0-9e30-4747-8d35-206114697bb2,Khadija Ahmed,khadija.ahmed33@gmail.com,27c1f2c0-01b0-4557-81ee-9c7d35a0af70,10000000,NGN,paystack,completed,PST-9FLEKMHUT6B2,false,true,,,"""2025-11-12T21:30:37.370Z"""
0fb83152-14fe-494b-8d39-7296d35b73a6,efd5b0e3-1f3d-41f6-b104-32c83ef40417,Folake Hassan,folake.hassan106@gmail.com,8d47d8e7-098a-4c0d-9cb4-dbcd92da861f,50000000,NGN,paystack,completed,PST-T4UOP7S55IH4,false,false,,,"""2025-11-12T21:31:18.590Z"""
29709daf-a835-4b3c-9df9-11f8648440ec,11d1f92a-d00a-4a25-a179-0afb89168a79,Emeka Ahmed,emeka.ahmed75@yahoo.com,599d2aeb-05d6-42eb-9bd3-97cac5676bf0,20000000,NGN,paystack,completed,PST-5QGUYCUDDKEF,false,false,,,"""2025-11-12T21:31:18.590Z"""
