id,email,firstName,lastName,phone,role,createdAt
18284513-4f7d-43fd-b0cc-d503d6f18cdf,kelechi.oladele6@apc.ng,Kelechi,Oladele,+234 851 522 7625,member,"""2025-10-17T19:08:24.332Z"""
0a9535a3-e460-426d-97e6-b917b5d9be07,nneka.oluwole7@apc.ng,Nneka,Oluwole,+234 870 713 8599,member,"""2025-10-17T19:08:24.422Z"""
f2348bc8-660a-456a-97fa-4b0ad216c4be,funmi.okafor8@apc.ng,Funmi,Okafor,+234 844 496 5518,member,"""2025-10-17T19:08:24.512Z"""
e7f9baff-7279-441e-80b2-28e1eb9d1a63,tunde.yusuf9@apc.ng,Tunde,Yusuf,+234 889 829 4062,member,"""2025-10-17T19:08:24.602Z"""
74c49d3f-e03d-4c4c-9c2e-95644df98b0c,zainab.eze10@apc.ng,Zainab,Eze,+234 825 993 5817,member,"""2025-10-17T19:08:24.692Z"""
c7783cf8-5321-46f1-93b0-3c76687e1d4a,ronke.nwosu11@apc.ng,Ronke,Nwosu,+234 885 494 1203,member,"""2025-10-17T19:08:24.785Z"""
b66fb99a-6751-4039-8102-b18856e5915b,fatima.adekunle13@apc.ng,Fatima,Adekunle,+234 829 763 7620,member,"""2025-10-17T19:08:24.968Z"""
1d04d66c-4cb2-4a33-86f7-6f1b6f361775,ronke.eze14@apc.ng,Ronke,Eze,+234 807 757 5062,member,"""2025-10-17T19:08:25.058Z"""
1656bb3e-0386-4909-9703-bfbc971342fe,ayo.okonkwo15@apc.ng,Ayo,Okonkwo,+234 817 903 4838,member,"""2025-10-17T19:08:25.147Z"""
1eba925c-cf05-4762-9227-cf0ba4fe68b6,ahmed.chukwu16@apc.ng,Ahmed,Chukwu,+234 877 137 8922,member,"""2025-10-17T19:08:25.241Z"""
7f5cbca2-e7ef-40c4-8937-39f891917953,hadiza.ogundele17@gmail.com,Hadiza,Ogundele,08168123153,member,"""2025-11-12T20:21:13.418Z"""
be649c7d-e22b-41dc-bb1b-515b2b4b098a,sani.bala18@gmail.com,Sani,Bala,09069509993,member,"""2025-11-12T20:21:13.506Z"""
8e8209e0-b007-4cc6-ba0c-be51c3074953,safiya.okonkwo19@yahoo.com,Safiya,Okonkwo,08167385430,member,"""2025-11-12T20:21:13.506Z"""
854dc9ab-49aa-49ea-bd45-d53770f39529,chinedu.afolabi20@gmail.com,Chinedu,Afolabi,09068098554,member,"""2025-11-12T20:21:13.506Z"""
410c17a9-7e37-474d-b106-5eb1d3a24ecd,yusuf.okafor21@gmail.com,Yusuf,Okafor,08038813505,member,"""2025-11-12T20:21:13.506Z"""
74877f17-092e-4cfd-b760-cbd02c3a76f0,olusegun.okafor22@gmail.com,Olusegun,Okafor,07066634873,member,"""2025-11-12T20:21:13.506Z"""
d799f64b-23ba-4c9e-8e49-8704badc5a36,adewale.sadiq23@yahoo.com,Adewale,Sadiq,07032873078,member,"""2025-11-12T20:21:13.506Z"""
28f49217-3add-46c8-b95b-de27f8a41fd2,halima.nnadi24@gmail.com,Halima,Nnadi,07033631989,member,"""2025-11-12T20:21:13.602Z"""
3550c014-b1a7-4cb6-a698-e2f56d88d934,yusuf.sadiq25@gmail.com,Yusuf,Sadiq,08133923851,member,"""2025-11-12T20:21:13.602Z"""
615e8320-5700-40b5-a5ae-beadac2e6ef6,usman.abdullahi26@gmail.com,Usman,Abdullahi,08166434432,member,"""2025-11-12T20:21:13.602Z"""
1e980c77-d4d1-4d1c-bc6f-a3548516acab,ibrahim.abubakar27@yahoo.com,Ibrahim,Abubakar,08169550111,member,"""2025-11-12T20:21:13.602Z"""
3db8e941-6a16-4df3-8a82-d2f09712d792,ahmed.chukwu28@gmail.com,Ahmed,Chukwu,08133418649,member,"""2025-11-12T20:21:13.602Z"""
293ea38d-c0af-4936-9b1b-916bd439f3f3,halima.adeyemi29@yahoo.com,Halima,Adeyemi,09069712924,member,"""2025-11-12T20:21:13.602Z"""
69ad74b8-aa7f-48aa-8df1-f4a154add6e4,titilayo.okeke30@gmail.com,Titilayo,Okeke,08068305850,member,"""2025-11-12T20:21:13.692Z"""
56a06a59-c302-4c37-b704-d9c31e8d99a2,funmilayo.abubakar31@yahoo.com,Funmilayo,Abubakar,07064966528,member,"""2025-11-12T20:21:13.692Z"""
dcbf4b14-9bf6-4234-a5eb-9569f0bc8b9c,chioma.hassan32@gmail.com,Chioma,Hassan,09066076584,member,"""2025-11-12T20:21:13.692Z"""
5af57bc5-917c-4d4b-92fc-10ab89e9034b,khadija.ahmed33@gmail.com,Khadija,Ahmed,09034969169,member,"""2025-11-12T20:21:13.692Z"""
e72bc86d-df29-4c48-a990-4d3bb52804fb,mohammed.ahmed34@yahoo.com,Mohammed,Ahmed,08132193094,member,"""2025-11-12T20:21:13.692Z"""
d24b5c10-338f-46c9-abf2-e327aaf7f0b7,chukwuma.ahmed35@gmail.com,Chukwuma,Ahmed,08038642885,member,"""2025-11-12T20:21:13.692Z"""
98849e5c-9649-4aa4-8166-4c3a65d3a97a,fatima.williams36@gmail.com,Fatima,Williams,08135579119,member,"""2025-11-12T20:21:13.779Z"""
7ded0726-31b1-4f07-b15c-6567910b753e,folake.adekunle37@yahoo.com,Folake,Adekunle,09039962775,member,"""2025-11-12T20:21:13.779Z"""
80753dfb-d393-405b-95a7-82c4603d68a2,aishatu.anyanwu38@gmail.com,Aishatu,Anyanwu,09031984457,member,"""2025-11-12T20:21:13.779Z"""
90f2a9e7-fb95-4aa4-91a0-757c00559c47,kehinde.saleh39@yahoo.com,Kehinde,Saleh,08137130439,member,"""2025-11-12T20:21:13.779Z"""
d90f5bb9-bc3e-4e72-a3f8-499db394e6fb,chidi.bello40@yahoo.com,Chidi,Bello,09038218085,member,"""2025-11-12T20:21:13.779Z"""
8b0202e8-08f1-422a-ae5e-2cfd7b536be5,adebayo.adeyemi41@yahoo.com,Adebayo,Adeyemi,09061335351,member,"""2025-11-12T20:21:13.779Z"""
db8cd406-ac2d-44bc-b344-292917c1e389,adeola.okafor42@yahoo.com,Adeola,Okafor,08062108291,member,"""2025-11-12T20:21:13.869Z"""
3f336a24-009c-4a1d-aae2-47b1501a1539,rakiya.usman43@gmail.com,Rakiya,Usman,08069610163,member,"""2025-11-12T20:21:13.869Z"""
21d60718-8350-4693-8dc8-0e79fdd35747,yusuf.chukwuemeka44@gmail.com,Yusuf,Chukwuemeka,08131751772,member,"""2025-11-12T20:21:13.869Z"""
e878d8cb-dabe-407c-b9bf-b4044345a2d5,tunde.danjuma45@yahoo.com,Tunde,Danjuma,07068208304,member,"""2025-11-12T20:21:13.869Z"""
5fd4f5df-319a-4317-93d0-485ed0e9c520,aisha.bala46@gmail.com,Aisha,Bala,08142079998,member,"""2025-11-12T20:21:13.869Z"""
25963a9b-09d5-4ef7-91ba-6994209f6ffd,ngozi.eze47@yahoo.com,Ngozi,Eze,08037850009,member,"""2025-11-12T20:21:13.869Z"""
0c11b777-d197-4cb4-a717-75dadf58de95,babatunde.yusuf48@gmail.com,Babatunde,Yusuf,09066451998,member,"""2025-11-12T20:21:13.958Z"""
5d727360-d306-4455-bcbc-c8ae2f819fa2,sani.yakubu49@gmail.com,Sani,Yakubu,08062214736,member,"""2025-11-12T20:21:13.958Z"""
5d239a33-3dc8-4c4f-aaa5-64c85ac89e6d,maryam.bala50@gmail.com,Maryam,Bala,08061514602,member,"""2025-11-12T20:21:13.958Z"""
191eb4c9-6851-49c5-a7c6-9de31a489f73,chidi.okeke51@yahoo.com,Chidi,Okeke,07036154277,member,"""2025-11-12T20:21:13.958Z"""
fa960c8c-0a44-4023-abe1-63edf2754035,ikechukwu.haruna52@yahoo.com,Ikechukwu,Haruna,08038833021,member,"""2025-11-12T20:21:13.958Z"""
77a79f23-6f6d-465b-83d3-06379f588d89,adaeze.anyanwu53@gmail.com,Adaeze,Anyanwu,09038193675,member,"""2025-11-12T20:21:13.958Z"""
6c9f2f46-29b8-48b8-9b45-1bb50abeed72,jamila.ibekwe54@yahoo.com,Jamila,Ibekwe,08067164813,member,"""2025-11-12T20:21:14.049Z"""
3a5ee6b5-3343-4406-ac46-760100c571bf,aisha.chinwe55@gmail.com,Aisha,Chinwe,09039421462,member,"""2025-11-12T20:21:14.049Z"""
341e66a6-e13c-4e8f-b443-fb213461f8dc,chukwuma.ali56@gmail.com,Chukwuma,Ali,07038549635,member,"""2025-11-12T20:21:14.049Z"""
93b0c163-aec2-4038-8e23-b2307406be14,emeka.lawal57@yahoo.com,Emeka,Lawal,08131111151,member,"""2025-11-12T20:21:14.049Z"""
f3196840-b245-4ee7-8951-e65f8456e2f5,adeola.abubakar58@yahoo.com,Adeola,Abubakar,09066503876,member,"""2025-11-12T20:21:14.049Z"""
fcf92da6-47c1-424a-8d49-2766605b663a,babatunde.uzor59@yahoo.com,Babatunde,Uzor,08061567151,member,"""2025-11-12T20:21:14.049Z"""
52f9ce2c-5c0d-4dc9-b6b4-5c0e016eaed7,amara.nnadi60@yahoo.com,Amara,Nnadi,08138080571,member,"""2025-11-12T20:21:14.139Z"""
09cdb706-2273-443c-be07-b47b6b7cc460,usman.mohammed61@yahoo.com,Usman,Mohammed,08132134974,member,"""2025-11-12T20:21:14.139Z"""
f195beba-a331-4958-a62b-820656db9d92,chukwuma.obiora62@yahoo.com,Chukwuma,Obiora,08139626933,member,"""2025-11-12T20:21:14.139Z"""
3c56e710-aa37-484e-aa87-bd8a211f1aca,musa.okonkwo63@yahoo.com,Musa,Okonkwo,08145963071,member,"""2025-11-12T20:21:14.139Z"""
a32af703-257a-4936-be78-f71cdf580f5c,asabe.okeke64@yahoo.com,Asabe,Okeke,08149292021,member,"""2025-11-12T20:21:14.139Z"""
01e098db-d1f3-4fb9-9b5a-d36c7f9703e5,sani.chinwe65@gmail.com,Sani,Chinwe,07061036120,member,"""2025-11-12T20:21:14.139Z"""
5f1a58ab-2973-4307-b2eb-c6e088c001cc,kehinde.okeke66@yahoo.com,Kehinde,Okeke,07033243439,member,"""2025-11-12T20:21:14.224Z"""
635cde45-0dc5-42d6-b0b4-0f8451de11b3,olumide.musa67@yahoo.com,Olumide,Musa,07066565725,member,"""2025-11-12T20:21:14.224Z"""
497bd1e5-b2f3-4abe-80aa-643a58f79e43,musa.obiora68@gmail.com,Musa,Obiora,07038407169,member,"""2025-11-12T20:21:14.224Z"""
defdbb5a-7666-4eeb-9407-ab306e45b176,chukwudi.yusuf69@gmail.com,Chukwudi,Yusuf,08069592054,member,"""2025-11-12T20:21:14.224Z"""
702a44d5-574e-4987-8d04-64004e5e2af1,hauwa.adeyemi70@yahoo.com,Hauwa,Adeyemi,08163863102,member,"""2025-11-12T20:21:14.224Z"""
719c33ad-c722-4804-9cf5-b071917792a4,safiya.afolabi71@yahoo.com,Safiya,Afolabi,09068607889,member,"""2025-11-12T20:21:14.224Z"""
d8c39c09-fee4-4a45-8bb1-4796f1dc47b3,fatima.aliyu72@gmail.com,Fatima,Aliyu,08133768210,member,"""2025-11-12T20:21:14.313Z"""
e590f75d-3d5a-4cc6-afff-c0ad7e2b31e7,funmilayo.hassan73@yahoo.com,Funmilayo,Hassan,08161672328,member,"""2025-11-12T20:21:14.313Z"""
03c82907-5c06-44ff-a4f9-e5c40f762605,halima.tijani74@yahoo.com,Halima,Tijani,08061606385,member,"""2025-11-12T20:21:14.313Z"""
08716bd4-7aa0-4eef-86cf-018ec64a7009,emeka.ahmed75@yahoo.com,Emeka,Ahmed,07066232422,member,"""2025-11-12T20:21:14.313Z"""
bdfbc8e8-6fa1-4a27-83cf-5f26724794bb,fatima.lawal76@yahoo.com,Fatima,Lawal,09036872778,member,"""2025-11-12T20:21:14.313Z"""
528eed0f-efe3-4986-86be-17846962316f,ngozi.okafor77@yahoo.com,Ngozi,Okafor,09068222913,member,"""2025-11-12T20:21:14.313Z"""
c7189785-1493-4635-9c14-4bd2c0ea1fe3,halima.nnadi78@yahoo.com,Halima,Nnadi,08132473579,member,"""2025-11-12T20:21:14.401Z"""
0de07c7b-48f5-42fc-83d8-037375b5ac7b,chukwudi.sani79@gmail.com,Chukwudi,Sani,08033547733,member,"""2025-11-12T20:21:14.401Z"""
6f3eb321-7b18-428d-be97-53a084494f58,tunde.mohammed80@yahoo.com,Tunde,Mohammed,08134793274,member,"""2025-11-12T20:21:14.401Z"""
ce9a497c-954a-4b8d-9f88-6331c2c615b8,chidi.ibekwe81@yahoo.com,Chidi,Ibekwe,08139801269,member,"""2025-11-12T20:21:14.401Z"""
117a34e0-6ff2-46a6-8afe-3c04281ca2a3,blessing.adekunle82@yahoo.com,Blessing,Adekunle,08134204879,member,"""2025-11-12T20:21:14.401Z"""
22d6dd9b-37ce-4b87-98b4-285b12c13e29,sani.akinola83@yahoo.com,Sani,Akinola,08149439750,member,"""2025-11-12T20:21:14.401Z"""
ac768b78-f12a-41da-9434-ddbf5ce82e1d,buhari.adeyemi84@yahoo.com,Buhari,Adeyemi,08149211096,member,"""2025-11-12T20:21:14.486Z"""
efe2ca82-f8de-438e-b0c2-2d9f969bf2d0,tunde.hassan85@gmail.com,Tunde,Hassan,08143992946,member,"""2025-11-12T20:21:14.486Z"""
554be6fc-0f5b-4fff-86d7-a07a3a0dc9f1,chidi.lawal86@gmail.com,Chidi,Lawal,08162545026,member,"""2025-11-12T20:21:14.486Z"""
7ce0ce26-dd8c-4412-86c1-508a8081963d,abdullahi.ibekwe87@gmail.com,Abdullahi,Ibekwe,08033531926,member,"""2025-11-12T20:21:14.486Z"""
0e5d7810-c7b1-4d5f-ac27-fe98e64e6102,aliyu.adekunle88@gmail.com,Aliyu,Adekunle,08138049851,member,"""2025-11-12T20:21:14.486Z"""
6fec1955-0452-4927-af97-67a667f1f6b1,adebayo.adeyemi89@gmail.com,Adebayo,Adeyemi,08066788740,member,"""2025-11-12T20:21:14.486Z"""
46cd8d94-108b-42f4-b68d-d83365c58448,adebayo.chukwu90@gmail.com,Adebayo,Chukwu,08139292026,member,"""2025-11-12T20:21:14.574Z"""
d17d75b0-b793-4e51-9000-a0c05bdaa4ce,usman.uzor91@yahoo.com,Usman,Uzor,08139566877,member,"""2025-11-12T20:21:14.574Z"""
71a8986e-cc1b-4643-8751-b75ec77d6eb6,olumide.ahmed92@yahoo.com,Olumide,Ahmed,08068154679,member,"""2025-11-12T20:21:14.574Z"""
c4130921-3e71-4673-ad8c-c05c9a09d574,folake.ogundele93@yahoo.com,Folake,Ogundele,08165475397,member,"""2025-11-12T20:21:14.574Z"""
5b3fc0bb-bf3f-4b2f-b07e-0596bfcab248,olumide.haruna94@gmail.com,Olumide,Haruna,08065808426,member,"""2025-11-12T20:21:14.574Z"""
35ce3584-5d7b-4df1-aae9-b42e678d2a79,yusuf.lawal95@gmail.com,Yusuf,Lawal,07032207435,member,"""2025-11-12T20:21:14.574Z"""
87fefce6-b39a-403a-8508-196f22ec53ff,emeka.ibekwe96@yahoo.com,Emeka,Ibekwe,08136736366,member,"""2025-11-12T20:21:14.663Z"""
d99f3c2f-8abe-4f70-9532-82bd5d84c5a7,ahmed.abdullahi97@gmail.com,Ahmed,Abdullahi,09068157266,member,"""2025-11-12T20:21:14.663Z"""
28036f81-5289-4420-a757-1a497f672b63,ifeanyi.mohammed98@yahoo.com,Ifeanyi,Mohammed,07061703830,member,"""2025-11-12T20:21:14.663Z"""
29180666-e001-42a0-8e60-f1ee3f30ce92,zainab.okoro99@yahoo.com,Zainab,Okoro,08162793026,member,"""2025-11-12T20:21:14.663Z"""
0fbc45a9-4ac2-4dc9-91f8-6b979fcbf46c,tunde.chukwu100@yahoo.com,Tunde,Chukwu,08133101123,member,"""2025-11-12T20:21:14.663Z"""
6cd9530a-7769-45bd-8aab-64fdd3d6691b,aliyu.bala101@yahoo.com,Aliyu,Bala,09064696860,member,"""2025-11-12T20:21:14.663Z"""
e1bba520-cd2c-4872-829a-d1d760f8e15d,chidinma.haruna102@gmail.com,Chidinma,Haruna,07038610946,member,"""2025-11-12T20:21:14.751Z"""
492932b9-5e72-4868-9b59-1aead96e9351,oluwaseun.abdullahi103@yahoo.com,Oluwaseun,Abdullahi,08067411762,member,"""2025-11-12T20:21:14.751Z"""
3573d6df-535f-471b-80c0-224440fe3fc4,kehinde.bello104@gmail.com,Kehinde,Bello,09034835089,member,"""2025-11-12T20:21:14.751Z"""
f2d88212-23e6-472e-9602-ef8ff32ba6f6,olusegun.lawal105@gmail.com,Olusegun,Lawal,08037376442,member,"""2025-11-12T20:21:14.751Z"""
e96d748a-c0a2-4ef1-a44c-f43bcfe6fadd,folake.hassan106@gmail.com,Folake,Hassan,07063580596,member,"""2025-11-12T20:21:14.751Z"""
53b247ad-a866-4937-a78a-436015d3136b,chidi.abdullahi107@gmail.com,Chidi,Abdullahi,08132723015,member,"""2025-11-12T20:21:14.751Z"""
1e4cd355-972e-435e-af02-02eac755f391,aisha.okafor108@gmail.com,Aisha,Okafor,08033800119,member,"""2025-11-12T20:21:14.836Z"""
b8677ee5-0800-4914-8476-d4254e4aede6,aliyu.anyanwu109@yahoo.com,Aliyu,Anyanwu,08061407798,member,"""2025-11-12T20:21:14.836Z"""
41232ee2-35bf-4308-9872-25748ada80ac,adewale.okeke110@yahoo.com,Adewale,Okeke,08143928090,member,"""2025-11-12T20:21:14.836Z"""
f12809b9-de88-4566-8bf0-7e14c5f63fa2,ngozi.obi111@yahoo.com,Ngozi,Obi,09063823038,member,"""2025-11-12T20:21:14.836Z"""
544be1d1-15fc-4bbe-b4dd-84dcc8a1cb95,ifeoma.yusuf112@yahoo.com,Ifeoma,Yusuf,07069052754,member,"""2025-11-12T20:21:14.836Z"""
003cadd3-8672-43cf-b56f-debf453ea1ca,ifeoma.okonkwo113@gmail.com,Ifeoma,Okonkwo,07065023499,member,"""2025-11-12T20:21:14.836Z"""
c2aa9940-bf3b-4abf-a39f-28ec384848a9,bashir.sani114@gmail.com,Bashir,Sani,08064064202,member,"""2025-11-12T20:21:14.923Z"""
05229a5e-c56a-4a52-b3c0-99e95592d303,chidi.aliyu115@yahoo.com,Chidi,Aliyu,09036524026,member,"""2025-11-12T20:21:14.923Z"""
eb350a8c-1f90-4007-8f9e-ec4a71dc76ce,ngozi.bello116@yahoo.com,Ngozi,Bello,07068509936,member,"""2025-11-12T20:21:14.923Z"""
1d315d2e-ee50-4e74-9bfb-260fbae73f11,halima.obi117@yahoo.com,Halima,Obi,08038095796,member,"""2025-11-12T20:21:14.923Z"""
b8335485-95bd-423b-9aae-160a44f0395f,ifeanyi.okoro118@yahoo.com,Ifeanyi,Okoro,08164050640,member,"""2025-11-12T20:21:14.923Z"""
a44f4a5a-94bb-4280-8c55-69ab00bfbca7,aishatu.okonkwo119@yahoo.com,Aishatu,Okonkwo,09033789426,member,"""2025-11-12T20:21:14.923Z"""
40163ec7-1121-485a-813b-f87f62c1294f,folake.haruna120@gmail.com,Folake,Haruna,08068980712,member,"""2025-11-12T20:21:15.013Z"""
08946679-141b-4fa8-a9e8-7e73fc1c4efc,kehinde.okonkwo121@gmail.com,Kehinde,Okonkwo,08034849106,member,"""2025-11-12T20:21:15.013Z"""
2a9de39a-c588-41d1-9db6-b9200a111ff8,bashir.anyanwu122@yahoo.com,Bashir,Anyanwu,07037397780,member,"""2025-11-12T20:21:15.013Z"""
abcdfcc8-9124-4605-9ae1-ce7b6448ce9b,aishatu.bala123@gmail.com,Aishatu,Bala,08136463786,member,"""2025-11-12T20:21:15.013Z"""
43a4b02a-9f71-4dda-9a51-9c7e46adc1f1,chinedu.aliyu124@yahoo.com,Chinedu,Aliyu,09064914729,member,"""2025-11-12T20:21:15.013Z"""
8861cf69-537f-42b5-a2cd-265fe8cfa7d3,adebayo.musa125@yahoo.com,Adebayo,Musa,07062972217,member,"""2025-11-12T20:21:15.013Z"""
aef84dc0-522b-4a04-b0a0-2211a8652e87,chiamaka.bello126@gmail.com,Chiamaka,Bello,09069265976,member,"""2025-11-12T20:21:15.103Z"""
81ff7b65-4d68-425d-8ad3-259be5459b2b,adaeze.uzor127@gmail.com,Adaeze,Uzor,09039522051,member,"""2025-11-12T20:21:15.103Z"""
49752a51-bf96-4709-8b8f-0f258288fe12,rakiya.tijani128@gmail.com,Rakiya,Tijani,09032754791,member,"""2025-11-12T20:21:15.103Z"""
afc7bbe6-2a06-4c99-83a6-8e6e32a47f31,chidinma.akinola129@yahoo.com,Chidinma,Akinola,08134131474,member,"""2025-11-12T20:21:15.103Z"""
fd72c0c0-623f-421e-931d-bcf66131b067,kehinde.danjuma130@gmail.com,Kehinde,Danjuma,08068372649,member,"""2025-11-12T20:21:15.103Z"""
136439fc-8099-4382-8b55-4e8e7bdc7dde,chinedu.abdullahi131@yahoo.com,Chinedu,Abdullahi,08035753463,member,"""2025-11-12T20:21:15.103Z"""
20eb485b-ea32-43c2-8a68-86fc7022856a,hauwa.uzor132@gmail.com,Hauwa,Uzor,08137953037,member,"""2025-11-12T20:21:15.194Z"""
509c5f0f-3af7-46c7-96ba-0fabb865815d,omolara.okafor133@gmail.com,Omolara,Okafor,07061920754,member,"""2025-11-12T20:21:15.194Z"""
7a456fac-6e2c-4011-a14f-aa45051e4dbf,usman.williams134@gmail.com,Usman,Williams,08067843729,member,"""2025-11-12T20:21:15.194Z"""
04d464dd-65da-4ebd-874f-508a2101fd75,zainab.ibekwe135@yahoo.com,Zainab,Ibekwe,09066151798,member,"""2025-11-12T20:21:15.194Z"""
a9d79619-2a54-4eb4-a2c8-b70dec165122,ahmed.eze136@gmail.com,Ahmed,Eze,08036458499,member,"""2025-11-12T20:21:15.194Z"""
d08053a2-3606-4e5d-8874-7c8261506073,chukwuma.nwosu137@yahoo.com,Chukwuma,Nwosu,08068790048,member,"""2025-11-12T20:21:15.194Z"""
d89a3973-f864-4407-8c06-03d24ce09cd5,adewale.adekunle138@gmail.com,Adewale,Adekunle,07032216237,member,"""2025-11-12T20:21:15.312Z"""
b1c2033a-b3c7-4ba2-8a12-a1092dbdc786,bashir.obiora139@gmail.com,Bashir,Obiora,08033841246,member,"""2025-11-12T20:21:15.312Z"""
41f5b729-9139-494a-bbfa-118cbec6c2cd,chinonso.abdullahi140@gmail.com,Chinonso,Abdullahi,09034886801,member,"""2025-11-12T20:21:15.312Z"""
cce241fd-cad6-4437-ac6a-5632f9cdf652,aliyu.yusuf141@gmail.com,Aliyu,Yusuf,07033526298,member,"""2025-11-12T20:21:15.312Z"""
d36adf1d-7c12-4643-9fe3-2546039f40f1,adeola.musa142@gmail.com,Adeola,Musa,07063158270,member,"""2025-11-12T20:21:15.312Z"""
970ed810-8100-4b19-9e31-c0738caebc78,chinonso.bello143@gmail.com,Chinonso,Bello,08132768152,member,"""2025-11-12T20:21:15.312Z"""
b9e89f41-1ec7-4661-8079-ee4e01efb931,yakubu.bello144@yahoo.com,Yakubu,Bello,07069356617,member,"""2025-11-12T20:21:15.403Z"""
